Event Title,Date,Heure,Venue Name,Price,Event Link,Location,Artists,Genres,Organizer
Eddy de Pretto,2024-04-15,20:00,L'Olympia,"39,78 €",https://dice.fm/event/br9mk-eddy-de-pretto-15th-apr-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Eddy De Pretto,,
Marika Hackman + Guet,2024-04-15,20:00,Petit Bain,17 €,https://dice.fm/event/pbmvy-marika-hackman-guet-15th-apr-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",Marika Hackman,,
Eddy de Pretto,2024-04-16,20:00,L'Olympia,"39,78 €",https://dice.fm/event/xa3p3-eddy-de-pretto-16th-apr-lolympia-paris-tickets,"28 Boulevard des Capucines, 75009 Paris, France",Eddy De Pretto,,
Eee Gee : She-Rex EU Tour 24,2024-04-16,19:30,La Boule Noire,17 €,https://dice.fm/event/6aw52-eee-gee-she-rex-eu-tour-24-16th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",eee gee,,
Stuck + Intrusive Thoughts,2024-04-16,19:00,Supersonic,Gratuit,https://dice.fm/event/37p5x-stuck-intrusive-thoughts-16th-apr-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Intrusive Thoughts, Stuck",,
Discovery Zone,2024-04-17,20:00,La Boule Noire,"17,96 €",https://dice.fm/event/b2b5k-discovery-zone-17th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Première partie, Discovery Zone",,
Jaguar Sun,2024-04-17,19:00,Supersonic,Gratuit,https://dice.fm/event/wp7nr-jaguar-sun-17th-apr-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",Jaguar Sun,,
Patriarchy,2024-04-17,20:30,L'international,15 €,https://dice.fm/event/pb3yl-patriarchy-17th-apr-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",Patriarchy,,
PLEASE,2024-04-18,,La Maroquinerie,22 €,https://dice.fm/event/a5p3q-please-17th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Please,,
STONED JESUS + GRANDMA'S ASHES,2024-04-18,19:00,Trabendo,"24,24 €",https://dice.fm/event/7we8p-stoned-jesus-grandmas-ashes-18th-apr-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris","Grandma’s Ashes, Stoned Jesus",,
SOUND OF PARIS FESTIVAL // VOL. II,2024-04-18,20:00 à 01:30,La Marbrerie,"15,99 €",https://shotgun.live/events/sound-of-paris-festival-vol-ii,"21 Rue Alexis Lepere, 93100 Montreuil, France","Djakarta, Selman Faris, ELIYO, Birrd",world music,La Marbrerie
TIOMA,2024-04-18,20:00 à 23:30,Le Hasard Ludique,"15,89 €",https://shotgun.live/events/tioma,"128 Av. de Saint-Ouen, 75018 Paris, France",,"pop, rap",Le Hasard Ludique
Le Bal du 10eme # Vend 19 Avr,2024-04-19,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/le-bal-du-10-eme-vend-19-avr,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan","pop rock, hip hop, r&b, house, dance, disco",Etoiles
Red Axes + première partie,2024-04-19,19:30 à 22:30,La Machine du Moulin Rouge,"26,40 €",https://shotgun.live/events/red-axes-premiere-partie,"90 Bd de Clichy, 75018 Paris, France",Red Axes,"electro, electro house, pop",TALENT BOUTIQUE
Le Bal du 10,2024-04-19,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/23xbo-le-bal-du-10-19th-apr-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan",,
8ruki,2024-04-19,19:00,La Cigale,"24,93 €",https://dice.fm/event/m9329-8ruki-19th-apr-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Première partie, 8ruki",,
Ele A,2024-04-19,19:30,La Boule Noire,18 €,https://dice.fm/event/g32pb-ele-a-19th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Ele A,,
Red Axes + première partie,2024-04-19,19:30,La Machine du Moulin Rouge,"26,93 €",https://dice.fm/event/opgpg-red-axes-premire-partie-19th-apr-la-machine-du-moulin-rouge-paris-tickets,"90 Boulevard de Clichy, 75018 Paris, France",Red Axes,,
Nikola,2024-04-19,20:00,La Maroquinerie,"24,20 €",https://dice.fm/event/58pgy-nikola-19th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Nikola,,
Olivia Ruiz,2024-04-19,20:00,Le Plan,"30,30 €",https://dice.fm/event/a5egq-olivia-ruiz-19th-apr-le-plan-paris-tickets,"1 Avenue Louis Aragon, 91130 Ris-Orangis, France",Olivia Ruiz,,
La Dancing # Samedi 20 Avr,2024-04-20,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/la-dancing-samedi-20-avr,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan, Sam Karlson","electro, hip hop, r&b, pop, dance, house",Etoiles
Landmvrks,2024-04-20,19:00,La Cigale,"30,30 €",https://dice.fm/event/borgg-landmvrks-20th-apr-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",,,
Yellow Days,2024-04-20,19:00,Trabendo,"24,93 €",https://dice.fm/event/7w3mp-yellow-days-20th-apr-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",Yellow Days,,
Elliott Brood + Chicken Diamond,2024-04-20,19:30,La Boule Noire,19 €,https://dice.fm/event/xox8e-elliott-brood-chicken-diamond-20th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Elliott BROOD, Chicken Diamond",,
Louis Culture,2024-04-20,20:00,Le Hasard Ludique,"17,50 €",https://dice.fm/event/vqond-louis-culture-20th-apr-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Louis Culture,,
El Perreo ¡ Mega Fiesta de Reggaeton ! 20 avril 2024,2024-04-20,23:59 à 06:00,Cabaret Sauvage,"10,99 €",https://shotgun.live/events/el-perreo-mega-fiesta-de-reggaeton-20-avril-2024,"59 Bd Macdonald, 75019 Paris, France",,reggaeton,CABARET SAUVAGE
Kid Kapichi + 1ère partie,2024-04-20,19:30,La Maroquinerie,20 €,https://dice.fm/event/vnm2v-kid-kapichi-1re-partie-20th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Kid Kapichi,,
La Dancing,2024-04-20,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/m7pav-la-dancing-20th-apr-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","Sam Karlson, David Stepanoff, Marc Ryan",,
Timber Timber & Guest,2024-04-21,19:00,Le Trianon,"À partir de 35,50 €",https://dice.fm/event/mdgvl-timber-timber-guest-21st-apr-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Timber Timbre,,
Bobine,2024-04-21,19:30,La Boule Noire,16 €,https://dice.fm/event/b2m6o-bobine-21st-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Bobine,,
Erlend Øye & La Comitiva,2024-04-22,19:00,Cabaret Sauvage,"29,46 €",https://dice.fm/event/v2w6d-erlend-ye-la-comitiva-22nd-apr-cabaret-sauvage-paris-tickets,"59 Boulevard Macdonald, 75019 Paris, France",Erlend Øye & La Comitiva,,
Priya Ragu,2024-04-22,20:00,La Bellevilloise,"25,30 €",https://dice.fm/event/qlqvx-priya-ragu-22nd-apr-la-bellevilloise-paris-tickets,"19 Rue Boyer, 75020 Paris, France",Priya Ragu,,
Palehound,2024-04-22,20:00,Le Hasard Ludique,"18,60 €",https://dice.fm/event/25mya-palehound-22nd-apr-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Palehound,,
Ghostly Kisses,2024-04-23,19:30 à 23:00,La Maroquinerie,,https://shotgun.live/events/ghostly-kisses,"23 Rue Boyer, 75020 Paris, France",Ghostly Kisses,pop,Uni-T Production
Ghostly Kisses,2024-04-23,19:30,La Maroquinerie,24 €,https://dice.fm/event/9k986-ghostly-kisses-23rd-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Ghostly Kisses,,
Adi Oasis,2024-04-24,19:00,La Cigale,"29,46 €",https://dice.fm/event/7bxkb-adi-oasis-24th-apr-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Adi Oasis,,
KÖMMA : Chambord,2024-04-24,23:59 à 07:00,Non mentionné,"15,99 €",https://shotgun.live/events/komma-chambord,"65 Rue Pierre Charron, 75008 Paris, France",Chambord,"melodic house & techno, indie dance",KOMMA
Leap,2024-04-24,19:00,L'international,"13,26 €",https://dice.fm/event/qpxoy-leap-24th-apr-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",LEAP,,
Steph Strings,2024-04-24,19:30,La Maroquinerie,20 €,https://dice.fm/event/9k5q9-steph-strings-24th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",Steph Strings,,
Donna Blue,2024-04-24,20:00,Le Hasard Ludique,"15,30 €",https://dice.fm/event/6ad32-donna-blue-24th-apr-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Donna Blue,,
Robdbloc,2024-04-25,19:30,La Maroquinerie,23 €,https://dice.fm/event/8qyv7-robdbloc-25th-apr-la-maroquinerie-paris-tickets,"23 Rue Boyer, 75020 Paris, France",robdbloc,,
Dirty Fonzy + Jetsex,2024-04-25,19:30,La Boule Noire,20 €,https://dice.fm/event/vnewd-dirty-fonzy-jetsex-25th-apr-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France","Dirty Fonzy, Jetsex",,
Concert • Okvsho +experience,2024-04-25,20:00,Le Mazette,10 €,https://dice.fm/event/8lb82-concert-okvsho-experience-25th-apr-le-mazette-paris-tickets,"69 Port de la Rapée, 75012 Paris, France",Okvsho,,
M Huncho,2024-04-25,20:00,Trabendo,23 €,https://dice.fm/event/oa3py-m-huncho-25th-apr-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",M Huncho,,
Tony Ann,2024-04-25,19:30,La Gaité Lyrique,29 €,https://dice.fm/event/rkr6r-tony-ann-25th-apr-la-gait-lyrique-paris-tickets,"3bis Rue Papin, 75003 Paris, France",Tony Ann,,
Lynks + Guest,2024-04-26,20:00,Le Hasard Ludique,17 €,https://dice.fm/event/3xb58-lynks-guest-26th-apr-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Lynks,,
DAJAK,2024-04-26,19:30,Le Trianon,29 €,https://dice.fm/event/lobap-dajak-26th-apr-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Dajak,,
Johnny Jane,2024-04-26,20:30,EMB Sannois,"19,81 €",https://dice.fm/event/b2kok-johnny-jane-26th-apr-emb-sannois-paris-tickets,"2 Rue du Président Georges Pompidou, 95110 Sannois, France",Johnny Jane,,
Le Bal du 10eme # Vend 26 Avr,2024-04-26,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/le-bal-du-10-eme-vend-26-avr,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan","pop rock, hip hop, r&b, house, dance, disco",Etoiles
Le Bal du 10,2024-04-26,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/m7prv-le-bal-du-10-26th-apr-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan",,
La Dancing,2024-04-27,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/ybpkv-la-dancing-27th-apr-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","Sam Karlson, David Stepanoff, Marc Ryan",,
La Dancing # Samedi 27 Avr,2024-04-27,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/la-dancing-samedi-27-avr,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan, Sam Karlson","electro, hip hop, r&b, pop, dance, house",Etoiles
Jamila Woods,2024-04-27,19:30,La Bellevilloise,"19,08 €",https://dice.fm/event/wdm9v-jamila-woods-27th-apr-la-bellevilloise-paris-tickets,"19 Rue Boyer, 75020 Paris, France",Jamila Woods,,
Lime Garden,2024-04-27,20:00,Le Hasard Ludique,17 €,https://dice.fm/event/3xe2v-lime-garden-27th-apr-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France",Lime Garden,,
MO'KALAMITY RELEASE PARTY,2024-04-27,20:00 à 23:30,Cabaret Sauvage,"21,99 €",https://shotgun.live/events/mo-kalamity-release-party,"59 Bd Macdonald, 75019 Paris, France",Mo'Kalamity,,FZL PROD
Leprest en miroir,2024-04-28,19:00,Péniche Marcounet,"16,48 €",https://dice.fm/event/kl8go-leprest-en-miroir-28th-apr-pniche-marcounet-paris-tickets,"Port de l'Hotel de Ville, Paris 75004",,,
Mount Kimbie - The Dumb Guitar Tour,2024-04-30,18:30,La Cigale,"31,42 €",https://dice.fm/event/vn6nv-mount-kimbie-the-dumb-guitar-tour-30th-apr-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",mount kimbie,,
GaBLé,2024-04-30,20:00,Point Ephémère,"20,16 €",https://dice.fm/event/5pwyd-gabl-30th-apr-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",GaBLé,,
Limsa d'Aulnay & Isha,2024-04-30,20:30,EMB Sannois,"24,21 €",https://dice.fm/event/37ex8-limsa-daulnay-isha-30th-apr-emb-sannois-paris-tickets,"2 Rue du Président Georges Pompidou, 95110 Sannois, France","ISHA, Limsa d'Aulnay",,
Pass 3 jours Block Party Festival,2024-05-01,,Supersonic,59 €,https://dice.fm/event/9r8d7-pass-3-jours-block-party-festival-30th-may-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",,,
WIDOWSPEAK,2024-05-02,20:00,Point Ephémère,"17,92 €",https://dice.fm/event/o7ber-widowspeak-2nd-may-point-ephmre-paris-tickets,"200 Quai de Valmy, 75010 Paris-10E-Arrondissement, France",Widowspeak,,
Adrianne Lenker with friends + Nick Hakim,2024-05-02,18:30,Le Trianon,"33,99 €",https://dice.fm/event/ywawp-adrianne-lenker-with-friends-nick-hakim-2nd-may-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France","Adrianne Lenker, Nick Hakim",,
Declan McKenna,2024-05-03,20:00,La Cigale,"31,42 €",https://dice.fm/event/vnp6l-declan-mckenna-3rd-may-la-cigale-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Declan McKenna,,
Le Bal du 10eme # Vend 03 Mai,2024-05-03,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/le-bal-du-10-eme-vend-03-mai,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan","pop rock, hip hop, r&b, house, dance, disco",Etoiles
Le Bal du 10,2024-05-03,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/ybp7v-le-bal-du-10-3rd-may-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan",,
La Dancing # Samedi 04 Mai,2024-05-04,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/la-dancing-samedi-04-mai,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan, Sam Karlson","electro, hip hop, r&b, pop, dance, house",Etoiles
La Dancing,2024-05-04,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/xanlm-la-dancing-4th-may-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","Sam Karlson, David Stepanoff, Marc Ryan",,
Corlyx + Suzi Sabotage,2024-05-04,19:00,Supersonic Records,"13,50 €",https://dice.fm/event/exg62-corlyx-suzi-sabotage-4th-may-supersonic-records-paris-tickets,"9 Rue Biscornet, 75012 Paris, France","Suzi Sabotage, Corlyx",,
Howlin' Jaws,2024-05-04,19:00,Trabendo,20 €,https://dice.fm/event/7bx7p-howlin-jaws-4th-may-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",Howlin' Jaws,,
Kalash Criminel,2024-05-04,20:00,Le Zénith Paris - La Villette,"À partir de 44,88 €",https://dice.fm/event/97mod-kalash-criminel-4th-may-le-znith-paris-la-villette-paris-tickets,"211 Avenue Jean Jaurès, 75019 Paris, France",Kalash Criminel,,
El Perro del Mar,2024-05-06,20:00,Badaboum,"21,53 €",https://dice.fm/event/mgx59-el-perro-del-mar-6th-may-badaboum-paris-tickets,"2B Rue des Taillandiers, 75011 Paris, France",El Perro del Mar,,
Uche Yara,2024-05-06,20:00,POPUP!,13 €,https://dice.fm/event/lxx5x-uche-yara-6th-may-popup-paris-tickets,"14 Rue Abel, 75012 Paris, France",UCHE YARA,,
Eloïz - Hypersensible tour,2024-05-07,20:00,Le Café de la Danse,25 €,https://dice.fm/event/b2wmg-eloz-hypersensible-tour-7th-may-le-caf-de-la-danse-paris-tickets,"5 Passage Louis-Philippe, 75011 Paris, France","1ère Partie, Eloïz",,
Philine Sonny,2024-05-07,19:00,Supersonic,Gratuit,https://dice.fm/event/g32yb-philine-sonny-7th-may-supersonic-paris-tickets,"9 Rue Biscornet, 75012 Paris, France",Philine Sonny,,
Public Memory,2024-05-07,20:45,L'international,"11,50 €",https://dice.fm/event/rqenr-public-memory-7th-may-linternational-paris-tickets,"5 Rue Moret, 75011 Paris, France",Public Memory,,
Le Bal du 10eme # Vend 10 Mai,2024-05-10,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/le-bal-du-10-eme-vend-10-mai,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan","pop rock, hip hop, r&b, house, dance, disco",Etoiles
Le Bal du 10,2024-05-10,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/xan5m-le-bal-du-10-10th-may-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan",,
Zimmer90,2024-05-11,20:00,POPUP!,"14,73 €",https://dice.fm/event/n5er9-zimmer90-11th-may-popup-paris-tickets,"14 Rue Abel, 75012 Paris, France",Zimmer90,,
La Dancing,2024-05-11,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/95glo-la-dancing-11th-may-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France",,,
La Dancing # Samedi 11 Mai,2024-05-11,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/la-dancing-samedi-11-mai,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan, Sam Karlson",,Etoiles
Ebo Taylor & the Family Band,2024-05-13,20:00,Cabaret Sauvage,"31,42 €",https://dice.fm/event/372lx-ebo-taylor-the-family-band-13th-may-cabaret-sauvage-paris-tickets,"59 Boulevard Macdonald, 75019 Paris, France",Ebo Taylor,,
The Staves,2024-05-13,19:30,Petit Bain,23 €,https://dice.fm/event/rkrny-the-staves-13th-may-petit-bain-paris-tickets,"7 Port de la Gare, 75013 Paris, France",The Staves,,
Nick Mulvey,2024-05-15,19:30,Élysée Montmartre,"34,72 €",https://dice.fm/event/3xnev-nick-mulvey-15th-may-lyse-montmartre-paris-tickets,"72 Boulevard de Rochechouart, 75018 Paris, France",Nick Mulvey,,
Bonnie Banane + première partie,2024-05-15,20:00,Le Trianon,"À partir de 33,66 €",https://dice.fm/event/6kgv3-bonnie-banane-premire-partie-15th-may-le-trianon-paris-tickets,"80 Boulevard de Rochechouart, 75018 Paris, France",Bonnie Banane,,
KÖMMA : Oostil,2024-05-15,23:59 à 07:00,Non mentionné,"21,00 €",https://shotgun.live/events/komma-oostil,"65 Rue Pierre Charron, 75008 Paris, France",Øostil,"melodic house & techno, house",KOMMA
Lescop,2024-05-16,20:30,EMB Sannois,"24,21 €",https://dice.fm/event/xyk7k-lescop-16th-may-emb-sannois-paris-tickets,"2 Rue du Président Georges Pompidou, 95110 Sannois, France",Lescop,,
Johnnie Carwash,2024-05-16,20:00,La Boule Noire,18 €,https://dice.fm/event/pbraw-johnnie-carwash-16th-may-la-boule-noire-paris-tickets,"120 Boulevard de Rochechouart, 75018 Paris, France",Johnnie Carwash,,
Tourist,2024-05-16,19:00,Trabendo,"22,66 €",https://dice.fm/event/vnae7-tourist-16th-may-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",Tourist,,
Zimmer90,2024-05-17,19:00,Trabendo,"19,27 €",https://dice.fm/event/68xeq-zimmer90-17th-may-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",Zimmer90,,
Le Bal du 10eme # Vend 17 Mai,2024-05-17,23:55 à 06:00,Les Étoiles,"12,99 €",https://shotgun.live/events/le-bal-du-10-eme-vend-17-mai,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc  Ryan","pop rock, hip hop, r&b, house, dance, disco",Etoiles
Cosmo Sheldrake,2024-05-17,20:00,Le Hasard Ludique,"19,08 €",https://dice.fm/event/56oww-cosmo-sheldrake-17th-may-le-hasard-ludique-paris-tickets,"128 Avenue de Saint-Ouen, 75018 Paris, France","Première partie, Cosmo Sheldrake",,
Mitski,2024-05-17,20:00,Le Grand Rex,"À partir de 47,13 €",https://dice.fm/event/85dl7-mitski-17th-may-le-grand-rex-paris-tickets,"1 Boulevard Poissonnière, 75009 Paris, France",Mitski,,
Le Bal du 10,2024-05-17,23:55,Les Étoiles,"À partir de 12,99 €",https://dice.fm/event/95gpo-le-bal-du-10-17th-may-les-toiles-paris-tickets,"61 Rue du Château d'Eau, 75010 Paris, France","David Stepanoff, Marc Ryan",,
El Perreo ¡ Mega Fiesta de Reggaeton ! 18 mai 2024,2024-05-18,23:59 à 06:00,Cabaret Sauvage,"10,99 €",https://shotgun.live/events/el-perreo-mega-fiesta-de-reggaeton-18-mai-2024,"59 Bd Macdonald, 75019 Paris, France",,reggaeton,CABARET SAUVAGE
HAEVN,2024-05-18,20:00,Trabendo,"27,40 €",https://dice.fm/event/3ap7p-haevn-18th-may-trabendo-paris-tickets,"Parc de la Villette, 211 Avenue Jean Jaurès, 75019 Paris",HAEVN,,
Mitski,2024-05-18,20:00,Le Grand Rex,"À partir de 47,13 €",https://dice.fm/event/3xqdx-mitski-18th-may-le-grand-rex-paris-tickets,"1 Boulevard Poissonnière, 75009 Paris, France",Mitski,,
